Name,ALLIED BANK,MCB BANK,ABBOTT LABS.(PAK.),ADAMJEE INSURANCE COMPANY,AGP,AGRIAUTO INDUSTRIES,ARCHROMA PAKISTAN,ASKARI BANK,ATLAS HONDA,ATTOCK PETROLEUM,ATTOCK REFINERY,BANK AL HABIB,BANK AL-FALAH LIMITED,BANNU WOOLLEN MILLS,BESTWAY CEMENT,BYCO PETROLEUM PAKISTAN,CHERAT CEMENT COMPANY,COLGATE-PALMOLIVE PAKISTAN,D G KHAN CEMENT COMPANY,DAWOOD HRC.CHEMS.CORP.,DOLMEN CITY,EFU GENERAL INSURANCE,ENGRO,ENGRO FERTILIZERS,ENGRO FOODS,ENGRO POLYMER & CHEMICALS,FATIMA FERTILIZER,FAUJI CEMENT COMPANY,FAUJI FERTILIZER COMPANY,FAUJI FOODS,FAUJI FTLZ.BIN QASIM,FAYSAL BANK,FIRST HABIB MODARABA,GADOON TEXTILE MILLS,GHANI GLASS,GLAXOSMITHKLINE PAK.,GLXSK.CSM.HLTHCR. PAK.,GUL AHMED TEXTILE MILLS,HABIB BANK,HABIB METROPOLITAN BANK,HASCOL PETROLEUM,HONDA ATLAS CARS (PAKISTAN),IBRAHIM FIBRES,ICI PAKISTAN,IGI HOLDINGS,INDUS MOTOR COMPANY,INTERNATIONAL INDS.,INTERNATIONAL STEELS,JUBILEE LIFE INSURANCE COMPANY,KARACHI ELECTRIC SUPP.,KOHAT CEMENT COMPANY,KOHINOOR TEXTILE MILLS,KOT ADDU POWER COMPANY,LOTTE CHEMICAL PAKISTAN,LUCKY CEMENT,MAPLE LEAF CEMENT FACTORY,MARI PETROLEUM COMPANY,MEEZAN BANK,MILLAT TRACTORS,MURREE BREWERY COMPANY,NAT.BANK OF PAKISTAN,NATIONAL FOODS,NATIONAL REFINERY,NESTLE PAKISTAN,NISHAT CHUNIAN,NISHAT CHUNIAN POWER,NISHAT MILLS,OIL & GAS DEVELOPMENT COMPANY,ORIX LEASING PAKISTAN,PACKAGES,PAK ELEKTRON,PAK SUZUKI MOTOR,PAK.TELECM.CO.,PAKISTAN INTL.BULK,PAKISTAN OIL FIELDS,PAKISTAN PETROLEUM,PAKISTAN SERVICES,PAKISTAN STATE OIL COMPANY,PAKISTAN STOCK EXCHANGE LTD.,PAKISTAN TOBACCO COMPANY,PHILIP MORRIS PAKISTAN,PIONEER CEMENT,SAIF POWER,SERVICE INDUSTRIES,SHAKARGANJ SUGAR,SHELL PAKISTAN,SHIFU INTL HOSPITAL,STANDARD CHARTERED BANK (PAKISTAN),SUI NORTHERN GAS PIPELINES,SUI SOUTHERN GAS COMPANY,SEARL,UBL
10/5/2011,395.83,2497.92,1148.06,646.66,NA,2154.01,2956.9,1165.09,8392.63,2287.79,1172.92,3340.85,182.28,382.67,145.55,122.38,100.16,8157.04,67.95,2608.61,NA,1513.88,3601.59,NA,99.43,83.4,147.6,60.26,6433.87,896.06,197.01,3636.35,165.95,10964.84,574.31,NA,2570.57,77.03,1117.28,NA,381.73,987.16,685.87,2659.45,2213.3,6548.24,83.11,515.53,7.9,635.57,85.8,216.77,349.13,1980.92,3.74,2166.53,1373.09,53999.66,1731.62,2027.06,16142.82,1381.26,11425.08,2426.42,144.74,1963.87,417.76,98.01,2417.3,27.32,241.61,82.45,6650.16,1705.42,2450.52,NA,610.49,10652.57,16.79,NA,1051.24,2684.63,1600.43,14.47,174.6,338.78,NA,23642.43,106,1635.26,313.32,252.47
10/12/2011,401.81,2411.1,1194.45,622.31,NA,2124.02,3231.7,1163.95,8392.63,2512.34,1262.1,3336.4,178.02,386.88,145.55,128.99,102.07,8282.73,72.52,2575.55,NA,1574.77,3773.18,NA,102.87,86.6,157.42,58.71,6904.55,917.32,199.35,3684.83,163.55,10552.88,573.4,NA,2732.04,76.46,1156.98,NA,394.62,971.1,656.63,2566.84,2225.62,6240.57,82.43,522.93,8.13,673.69,87.33,225.37,375.97,2106.16,4.03,2199.03,1386.89,54236.71,1676.07,2026.64,16708.87,1462.47,11282.21,2540.48,143.18,2119.9,426.01,102.22,2454.35,29.54,258.98,90.97,7053.96,1708.45,2494,NA,607.39,10652.57,16.57,NA,1051.24,2648.68,1669.7,14.49,191.62,342.8,NA,25021.2,99.99,1646.63,305.83,247.22
10/19/2011,399.78,2275.68,1207.21,609.34,NA,2085.56,3195.93,1112.24,8428.04,2485.18,1300.49,3334.17,169.81,387.84,129.57,120.18,106.12,8296.28,70.91,2230.13,NA,1520.6,3243.35,NA,99.03,81.2,181.56,55.75,7067.7,910.97,188.24,3636.35,166.02,10538.5,586.19,NA,2602.03,75.36,1109.21,NA,376.5,990.33,624.79,2488.92,2202.45,6067.93,79.78,494.85,8.27,669.57,84.88,221.81,356.72,2114.33,3.77,2280.42,1311.65,52502.82,1647.91,1778.65,16488.74,1489.13,10663.93,2508.22,147.87,2079.05,413.6,102.08,2227.79,27.32,238.2,77.83,6983.48,1522.34,2370.2,NA,598.79,10652.57,16.75,NA,1063.48,2593.91,1655.1,14.1,168.91,322.14,NA,25066.67,94.96,1563.54,307.22,239.77
10/26/2011,386.04,2293.56,1184.01,604.45,NA,2027.87,2994.17,1251.27,8352.96,2405.83,1264.46,3326.39,171.87,348.95,129.57,114.6,101.56,7912.84,67.86,2059.89,NA,1564.27,2860.71,NA,91.22,76.3,181.78,50.68,6490.5,874.8,202.47,3757.56,153.43,9700.51,565.59,NA,2628.86,75.37,1116.66,NA,384.55,964.39,601.28,2316.17,2277.77,5897,74.63,488.57,7.43,888.98,76.91,213.39,338.63,2102.73,3.66,2225.29,1312.33,48192.48,1619.22,1770.36,15705.5,1250.04,10780.86,2193.69,145.89,1764.67,405.72,101.93,2068.97,26.81,245.09,77.32,6787.51,1550.77,2192.46,NA,578.6,10652.57,15.19,NA,1077.52,2361.78,1655.1,14.06,159.78,306.97,NA,23681.48,94.64,1528.81,302.92,235.91
11/2/2011,388.01,2228.81,1182.85,581.69,NA,2169.47,3134.46,1236.33,8345.17,2561.68,1332.22,3327.5,173.44,379.83,129.57,118.15,99.4,7395.41,67.44,2183.85,NA,1526.05,3218.69,NA,102.35,80.5,187.48,57.58,6785.29,885.13,197.01,3670.28,127.76,9472.7,574.23,NA,2142.14,79.01,1129.06,NA,378.51,960.07,621.81,2404.33,2293.75,5425.24,74.97,490.82,7.76,865.29,76.91,210.61,322.01,2150.46,3.55,2263.25,1342.02,52477.09,1616.09,1819.29,16488.74,1286.6,10383.32,2063.58,150.43,1963.87,448.22,98,2143.78,22.63,247.64,77.76,6801.65,1548.63,2340.48,NA,578.6,10652.57,14,NA,1077.47,2330.87,1426.05,15.21,172.8,326.62,NA,23945.18,94.15,1577.94,286.47,235.11
11/9/2011,391.03,2246.55,1217.3,575.82,NA,2280.66,3191.43,1231.74,8286.39,2574.78,1407.61,3358.64,181.02,411.74,129.57,119.34,103.08,7757.28,70.11,2214.7,NA,1574.77,3526.31,NA,104.33,81.7,181.18,57.58,6823.17,893.4,201.69,3636.35,140.21,9908.73,569.91,NA,2156.02,76.89,1155.74,NA,378.51,965.39,614.32,2337.54,2293.75,5385.93,73.07,490.82,7.94,864.26,76.6,211.59,322.3,2174.19,3.85,2301.69,1378.61,54439.9,1567.82,1873.2,15981.14,1332.44,10196.2,2126.51,150.21,2041.97,469.4,94.8,2055.05,22.94,244.12,77.97,6924.22,1590.17,2477.48,NA,554.42,10652.57,14.56,NA,1062.01,2350.28,1398.82,15.3,171.85,319.7,NA,24960.58,94.15,1583.87,272.89,236.29
11/16/2011,391.28,2302.21,1203.5,577.29,NA,2107.24,3414.19,1252.42,8994.63,2520.28,1366.96,3325.28,186.7,382.68,129.57,116.46,102.07,7757.28,68.08,2168.42,NA,1562.17,3455.44,NA,98.34,81.9,178.86,56.18,6886.93,889.12,208.05,3636.35,133.68,9798.49,581.71,NA,2181,76.6,1147.67,NA,385.36,964.72,605.7,2272.54,2345.1,5568.82,73.27,473.44,7.66,854.99,82.42,215.39,310.92,2183.15,5.03,2346.43,1356.52,54162.2,1582.34,1852.47,17465.73,1292.59,9893.93,2176.59,144.49,1984.93,476.4,93.5,2123.96,23.56,245.91,78.41,6992.38,1623.77,2363.26,NA,552.65,10652.57,14.52,NA,1046.03,2365.38,1342.45,15.45,167.76,315.3,NA,24875.71,92.53,1574.97,286.22,246.12
11/23/2011,369.35,2223.9,1174.04,555.51,NA,2097.8,3300.67,1239.78,8860.06,2427.41,1290.27,3301.92,188.59,380.35,129.57,118.32,96.36,8089.14,64.51,2065.4,NA,1534.03,3338.62,NA,97.13,78.9,169.19,53.08,6512.95,843.65,195.11,3806.04,130.61,10082.65,566.5,NA,2166.2,76.8,1070.13,NA,362.81,964.39,593.51,2049.02,2339.39,5283.37,69.27,474.73,7.62,831.29,82.12,213.23,294.59,2167.33,4.38,2209.57,1333.74,52845.54,1558.43,1781.14,17192.82,1226.83,9167.32,2057.16,141.35,1856.37,464.63,94.51,2076.99,20.36,243.47,77.18,6833.21,1560.85,2312.94,NA,528.73,10652.57,15.08,NA,1002.62,2348.84,1448.98,15.34,163.58,308.38,NA,25436.45,90.42,1566.5,286.22,241.08
11/30/2011,363.32,2183.09,1188.65,526.14,NA,2065.28,3255.69,1190.37,8675.92,2485.91,1283.28,3293.02,185.6,389.17,129.57,117.81,97.63,8020.01,66.7,1992.68,NA,1532.35,3345.11,NA,98.26,78.7,173.31,52.52,6346.15,798.78,193.14,3781.8,128,9996.91,569.24,NA,1978.35,75.08,1070.13,NA,362.41,954.75,586.57,1869.59,2232.81,5136.37,67.84,494.85,7.62,841.6,92.23,212.05,284.67,2151.51,4.29,2196.27,1312.33,51068.32,1486.69,1738.43,16990.88,1058.28,8985.24,2019.93,145.72,1837.51,467.87,101.78,1659.05,19.85,237.48,75.95,6898.85,1537.14,2319.02,NA,528.73,10652.57,13.59,NA,1009.24,2357.23,1404.55,14.88,164.53,300.68,NA,25212.16,90.09,1551.68,282.11,243.54
12/7/2011,358.89,2132.16,1166.97,501.18,NA,2065.28,3194.65,1154.75,8287.1,2438.14,1193.26,3220.74,181.97,386.83,129.57,115.61,92.68,8342.05,63.49,1897.37,NA,1494.98,3084.77,NA,93.24,75.9,168.22,50.83,5873.64,745.93,190.73,3781.8,133.23,9840.14,548.22,NA,1908.03,73.31,1042.21,NA,366.43,948.1,563.67,1881.16,2299.23,4897.07,71.17,494.85,7.43,808.63,98.05,211.54,256.38,2029.96,4.03,2128.08,1306.12,49902,1411.82,1661.71,17834.14,973.5,8369.71,2052.03,145.05,1782.66,469.34,101.06,1837.93,20.93,244.08,74.94,6852.57,1502.82,2267.94,NA,513.76,10652.57,13.4,NA,998.68,2325.47,1404.08,14.95,160.44,288.72,NA,24224.04,86.84,1539.4,298.99,239.17
12/14/2011,354.51,2123.34,1169.29,516.11,NA,2045.35,3282.25,1155.9,8605.1,2564.11,1194.66,3236.31,181.97,378.79,129.57,114.94,91.42,8778.73,64.23,1873.68,NA,1511.78,2744.45,NA,94.78,75.3,165.67,49.14,6067.52,756.69,183.28,3733.31,126.94,9798.49,546.8,NA,1872.87,73.62,1054.62,NA,356.77,949.43,572.6,1883.39,2287.7,4823.57,67.84,484.79,7.43,808.63,96.52,210.61,263.38,2060.02,3.94,2176.68,1297.84,51534.29,1483.34,1679.12,17465.73,969.2,7546.54,2179.15,148.97,1817.76,475.6,95.68,1926.9,20,240.89,73.35,7007.48,1519.31,2274.97,NA,513.05,10652.57,13.03,NA,998.68,2312.05,1408.38,14.47,159.97,272.68,NA,24096.74,85.22,1526.27,293.39,240.57
12/21/2011,347.68,2055.68,1154.33,521.61,NA,1992.91,3143.67,1150.16,8922.39,2541.37,1180.68,3144,179.13,370.23,134.2,111.04,86.22,8837.36,60.37,1803.16,NA,1469.78,2485.38,NA,93.08,73.1,171.06,47.59,5898.8,737.9,180.86,3660.59,127.58,9810.74,541.82,NA,1699.83,72.22,1026.08,NA,348.31,956.08,552.49,1898.97,2316.8,5091.93,66.96,486.8,7.01,818.93,103.87,210.25,272.42,2075.57,4.07,2043.69,1240.54,50632.11,1424.33,1687,17452.08,964.78,8375,2342.24,143.03,1789.24,483.1,97.42,1864.36,18.3,226.53,73.43,6893.43,1512.8,2221.99,NA,513.05,10652.57,13.03,NA,1008.66,2261.48,1365.38,14.84,156.35,290.93,NA,24096.74,77.59,1461.05,282.49,225.45
12/28/2011,339.3,2015.67,1137.63,551.22,NA,2010.39,3191.86,1149.01,8852.98,2537.68,1173.58,3086.17,176.44,367.37,134.2,112.23,84.7,8837.36,60.79,2289.08,NA,1576.45,2569.8,NA,93.04,72.5,168.97,47.16,5907.31,715.19,176.92,3495.74,127.58,10469.69,557.36,NA,1592.49,71.21,1023.6,NA,337.84,944.11,533.41,1981.34,2337.11,6102.12,77.07,482.78,7.29,844.69,103.87,208.81,268.05,2001.22,3.92,1972.36,1258.49,49517.28,1432.16,1710.23,17329.28,974.83,10678.39,2296.01,147.07,1799.34,472.42,98.15,1876.16,18.04,215.37,72.2,6763.88,1511.55,2201.48,NA,491.61,10576.48,11.91,NA,1024.9,2284.01,1298.02,14.56,149.79,306.02,NA,24809.03,84.41,1461.05,285.29,224.18
1/4/2012,355.87,2140.11,1159.66,584.14,NA,2010.39,3213.92,1162.8,8653.25,2516.28,1200.15,3198.49,183.07,376.45,134.2,115.44,117.28,8837.36,64.23,2193.22,NA,1629.78,2526.01,NA,92.27,79.7,175.86,51.25,6075.65,684.8,188.76,3529.68,123.2,10050.8,563.76,NA,1526.79,72.45,1063.92,NA,344.28,910.19,561.9,2016.96,2396,5732.91,78.77,508.61,7.53,1091.91,103.87,209.38,297.21,2063.97,4.38,2079.24,1259.87,49499.69,1480.88,1834.22,18003.34,936.99,10405.52,2247.22,145.72,1805.04,451.54,96.4,1913.92,17.63,217.16,72.85,6866.52,1531.79,2227.3,NA,498.61,10576.48,15.37,NA,1002.88,2319.24,1251.68,15.21,153.12,303.03,NA,24124.02,94.96,1484.35,293.2,228.33
1/11/2012,332.65,2139.81,1177.06,571.78,NA,1940.46,3192.93,1150.16,8498.86,2500.4,1157.88,3188.49,178.49,388.65,134.2,114.94,109.04,8876.9,63.1,2043.92,NA,1633.56,2519.68,NA,90.25,77.1,171.14,49,6152.27,679.32,187.66,3515.13,126.06,9822.99,547.39,NA,1613.77,70.8,1054.62,NA,368.04,914.84,604.26,2003.16,2426.47,5370.55,68.72,482.78,8.73,1014.65,98.05,205.27,290.8,2045.25,4.16,2067.63,1261.25,49904.71,1442.66,1778.24,17738.63,900.63,9275.72,2311.42,145.72,1785.73,414.52,98.15,1888.2,18.45,221.83,74,6653.12,1461.55,2222.46,NA,464.24,10576.48,13.59,NA,1022.49,2290.6,1350.09,14.84,151.22,295.49,NA,23878.5,89.77,1411.93,292.45,223.97
1/18/2012,345.22,2226,1176.71,605.43,NA,2033.47,3470.74,1199.56,8437.95,2635.15,1180.04,3379.77,181.49,389.17,134.2,119.68,126.79,9332.66,64.93,2146.94,NA,1606.26,2737.85,NA,100.61,81.3,174.51,51.11,6458.38,732.1,195.11,3539.38,135.11,9796.04,559.19,NA,1702.61,73.17,1062.06,NA,382.54,897.88,643.09,1981.34,2396.8,5469.68,68.18,486.8,8.36,1183.59,99.58,205.58,295.17,2148.35,4.31,2094.96,1328.9,58691.96,1475.07,1746.31,18944.86,925.44,10020.69,2349.94,151.33,1874.8,466.9,101.49,1823.53,20.36,215.33,78.62,6891.69,1524.48,2260.63,NA,457.16,10576.48,14,NA,1017.07,2358.07,1429.4,14.84,152.17,297.06,NA,24127.04,91.55,1446.23,295.88,231.97
1/25/2012,376.5,2471.79,1217.06,628.19,NA,2132.76,3491.3,1222.55,8646.88,2625.03,1316.09,3557.71,193.96,451.95,134.2,122.05,151.77,9402.77,74.51,2216.35,NA,1700.75,3010.11,NA,105.26,87.2,166.34,55.47,6817.89,767.97,204.98,3636.35,139.76,10055.7,574.23,NA,1965.4,77.15,1116.66,NA,389.79,900.21,687.4,2128.28,2563.29,5640.61,69.4,509.89,9.06,1289.69,103.57,215.8,292.84,2261.46,4.93,2257.44,1541.53,58173.18,1547.26,1866.98,19796.31,976.92,10962.8,2504.04,161.19,2060.4,461.69,102.66,1852.09,22.63,218.92,84.47,7075.07,1588.92,2397.16,NA,469.38,10049.94,16.68,NA,1103.54,2408.76,1387.36,15.06,152.55,298.63,NA,24590.79,95.93,1524.58,295.44,244.26
2/1/2012,375.02,2567.24,1182.85,600.29,NA,2132.76,3364.5,1189.22,8593.77,2675.04,1296.51,3536.58,192.22,424.45,134.2,111.04,160.64,9565.24,75.06,2070.91,NA,1648.26,3077.12,NA,112.06,83.8,164.54,55.75,7280.72,734.14,199.94,3752.71,133.62,10006.71,551.13,NA,1937.64,76.07,1070.13,NA,377.3,903.2,651.79,2137.18,2510.46,5074.84,64.52,509.25,8.41,1354.59,104.49,212.57,247.34,2228.76,4.62,2174.99,1467.66,58221.93,1477.08,1809.34,19957.32,980.3,10762.14,2424.42,158.39,2000.29,471.77,99.02,1833.68,21.03,209.88,81.8,7015.04,1555.14,2439.12,NA,456.18,9804.17,17.24,NA,1051.4,2357.11,1467.62,14.93,152.45,291.24,NA,23651.18,93.17,1502.98,292.7,241.71
2/8/2012,384.93,2641.52,1200.71,657.92,NA,2124.37,3390.42,1374.21,8541.36,2659.1,1335.34,3612.21,198.38,443.65,191.08,116.29,162.42,9679.32,79.2,2181.65,NA,1944.31,3307.16,NA,137.88,85,167.47,63.5,7020.67,749.02,217.69,3825.44,143.22,10104.7,547.22,NA,1866.39,79.31,1104.25,NA,376.9,926.15,682.42,2084.64,2544.8,4450.95,64.31,535.08,8.13,1576.06,133.29,215.39,253.17,2363.23,5.63,2210.54,1553.26,58408.88,1458.98,1912.6,21526.5,1069.7,10982.24,2584.94,162.76,2144.2,483.56,98.29,1984.25,20.77,217.09,85.19,7073.9,1586.43,2500.55,NA,452.91,9785.91,19.66,NA,1030.21,2374.13,1432.74,15.79,174.04,308.38,NA,23893.65,102.91,1525,288.09,260.14
2/15/2012,376.13,2729.63,1111.88,632.59,NA,2106.89,3416.98,1324.81,9299.88,2635.52,1300.06,3583.29,202.48,455.32,237.73,117.31,180.17,10305.02,79.94,2122.15,NA,2138.74,3212.45,NA,144.03,96.3,175.94,65.05,7149.54,739.78,225.15,3757.56,145.07,9788.7,541.9,NA,1890.45,79.35,1076.95,NA,392.61,908.19,666.22,2086.87,2692.59,4620.17,64.79,539.1,8.83,1748.09,127.77,222.53,249.38,2327.64,5.08,2182.73,1511.15,59107.84,1433.05,1945.78,21425.54,1054.58,10590.2,2522.02,161.86,2090.23,485.47,101.78,1958.76,27.99,218.49,86.57,7079.33,1569.22,2408.08,NA,456.54,9296.65,19.54,NA,1056.65,2314.57,1476.22,15.79,170.81,298.32,NA,23593.59,114.93,1543.21,288.09,256.92
2/22/2012,381.61,2614.02,1073.96,653.52,NA,2109.69,3440.32,1456.94,9365.74,2744.75,1302.97,3644.46,219.05,490.09,237.73,120.18,184.23,10370.7,83.64,2093.5,NA,2566.66,3464.39,NA,160.95,102.8,179.91,59.55,7123.22,724.9,236.33,3806.04,145.8,10268.82,548.47,NA,1832.15,82.19,1134.65,NA,395.02,925.48,639.27,2052.58,2738.8,4652.65,71.23,550.37,9.52,1963.38,136.35,226.03,234.8,2460.26,5.43,2077.55,1596.75,62199.04,1441.32,2056.5,22937.41,1045.61,10698.09,2566.96,168.14,2164.38,512.77,104.69,2076.76,27.68,215.51,82.52,7212.36,1547.21,2507.01,NA,467.17,9296.65,27.92,NA,1019.49,2332.3,1411.72,16.94,173.09,297.69,NA,23945.18,136.35,1564.81,299.87,282.34
2/29/2012,399.1,2597.84,1069.44,644.95,NA,2110.04,3489.59,1459.24,9484.02,2794.76,1388.68,3614.43,215.9,527.97,254.5,117.14,182.58,11024.05,90.1,2062.1,NA,2959.3,3775.16,NA,154.23,108.1,179.09,62.65,7416.16,742.13,210.24,3757.56,159.47,10249.22,561.6,NA,1665.59,80.26,1098.66,NA,445.36,1006.96,647.46,2238.7,2738.92,4751.79,66.49,539.1,9.99,2280.65,130.22,230.55,259.59,2610.55,6.24,2054.33,1685.81,66293.94,1519.77,2131.15,24162.74,1045.57,11415.89,2438.55,166.57,2181.93,521.41,105.56,1971.27,25.72,215.22,84.04,7353.14,1613.79,2463.34,NA,456.27,9296.65,29.11,NA,1019.12,2318.64,1461.41,17.16,170.9,296.27,NA,23726.95,124.18,1569.47,281.93,300.85
3/7/2012,421.76,2597.1,1079.64,705.4,NA,2150.24,3693.5,1484.52,9952.16,2849.98,1432.56,3608.87,242.57,526.93,334.39,123.4,224.29,12366.29,93.22,2344.72,NA,3031.53,3873.57,NA,177.7,105.7,186.36,70.68,7451.97,770.63,217.47,3757.56,150.75,10533.38,570.16,NA,1758.13,79.33,1091.84,NA,448.98,994.32,670.65,2679.49,2704.8,4785.97,66.55,539.1,9.34,2909.02,131.45,232.6,273.01,2640.08,7.75,2126.87,1724.47,66888.63,1526.69,2282.51,24834.08,1066.37,13727.82,2462.95,182.15,2244.23,512.49,116.32,1865.07,30.36,216.44,86.78,7454.41,1647.07,2467.61,NA,495.25,9296.65,32.2,NA,1021.49,2413.44,1478.6,19.7,189.45,316.4,NA,23957.31,139.92,1609.28,280.24,330.04
3/14/2012,426.44,2655.06,1081.38,684.47,NA,2178.21,3718.98,1587.93,10277.25,2772.67,1410.03,3646.68,259.77,540.42,379.44,144.22,225.69,12673.41,97.14,2268.69,NA,2998.78,3808.4,NA,171.63,109,184.48,73.63,7163.11,767.5,244.22,3849.68,152.48,11064.95,580.79,NA,1758.13,79.47,1101.15,NA,485.22,994.65,674.6,2536.57,2853.67,5131.25,67.64,527.03,11.29,2789.52,137.89,232.13,263.67,2686.22,8.95,2157.67,1856.32,68924.94,1556.2,2277.54,28687.46,1018.95,13380.24,2401.31,175.31,2220.1,510.06,138.43,1911.56,33.35,226.64,90.97,7415.94,1652.66,2463.62,NA,496.04,9138.38,34.43,NA,1033.89,2401.57,1397.39,20.4,196.96,338.26,NA,25248.15,147.55,1545.96,285.23,338.55
3/21/2012,418.18,2717.79,1112.69,637.61,NA,2202.69,3562.41,1531.46,10107.98,2738.41,1392.63,3735.82,253.62,495.54,343.65,133.56,227.46,12673.41,102.83,2126.74,NA,3316.25,3704.73,NA,175.96,111.3,172.04,75.18,7191.76,689.92,231.51,3713.92,152.18,11064.95,590.02,NA,2032.02,76.33,1067.03,NA,458.64,1208.82,604.82,2395.87,2736.93,5042.36,72.52,521,14.21,2783.34,128.69,229.77,250.64,2718.13,9.68,2141.53,1936.14,69776.81,1548.82,2155.78,28414.55,1009.82,14507.86,2267.76,167.72,2134.98,510.92,138.14,1906.37,36.14,217.31,82.96,7315.14,1626.63,2342.28,NA,447.68,9138.38,38.34,NA,1012.08,2436.44,1444.21,20.03,199.15,341.09,NA,25867.11,138.95,1517.91,274.14,329.67
3/28/2012,437.22,2810.9,1159.66,674.07,NA,2272.62,3492.28,1808.94,10073.27,2801.75,1420.15,3739.97,284.43,534.71,345.89,151.5,269.68,11265.07,111.19,2270.78,NA,3563.59,3543.38,NA,204.69,114,176.61,77.58,7076.57,697.56,247.51,3743.01,163.48,11025.75,593.51,NA,1943.19,81.87,1098.84,NA,446.56,1376.75,609.89,2270.75,2806.5,5042.36,71.71,514.96,17.47,2793.64,150.75,243.78,272.94,2884.5,10.95,2148.23,2041.76,72047.63,1564.47,2295.45,28957.63,1022.17,14529.25,2457.81,170.82,2282.84,512.4,130.87,1921.47,37.53,225.38,89.45,7441.9,1668.06,2338.39,NA,424.47,9138.38,39.24,NA,1063.74,2431.89,1457.11,20.31,194.68,333.86,NA,25645.39,169.96,1684.37,279.75,347.03
4/4/2012,462.17,2904.82,1171.26,689.37,NA,2465.61,3440.64,1966.18,10213.5,2940.96,1426.68,3923.92,299.31,574.93,306.11,151.16,262.46,10716.39,124.14,2213.73,NA,4101.54,3632.05,NA,189.84,132.3,175.64,77.72,7413.18,701.3,309.55,3859.37,166.4,12316.71,598.73,NA,2102.35,88,1170.01,NA,487.23,1325.54,596.49,2316.17,2830.09,5126.12,70.69,565.25,17.23,3001.73,157.19,252.58,271.39,3074.08,11.38,2168.85,2189.32,71098.81,1547.93,2633.42,27699.55,1010.7,14498.12,2614.47,180.87,2498.71,518.48,128.25,1954.04,32.73,246.74,91.11,7532.36,1685.29,2376.56,NA,412.34,9138.38,39.72,NA,972.31,2470.93,1388.79,24.95,214.36,334.64,NA,26655.44,155.18,1747.37,281.49,353.94
4/11/2012,456.83,2830.63,1197.93,743.2,NA,2360.02,3657.52,1935.79,10262.38,2843.56,1431.14,3944.67,284.79,687.53,323.2,199.23,296.94,10453.66,134.91,2166.28,NA,3864.35,3437.67,NA,194.5,123.4,172.79,100.67,7122.53,674.63,288.94,3927.25,167.03,11748.39,619.34,NA,2257.8,83.34,1156.46,NA,538.78,1291.62,593.65,2417.69,3065.93,5042.36,77.2,563.24,20.16,3826.84,164.24,245.86,256.52,3278.42,14.51,2417.01,2284.07,69140.06,1545.47,2575.85,28499.15,997.31,14316.76,2566.96,178.64,2567.16,512.49,127.67,2257.29,30.88,247.56,89.45,7462.18,1685.29,2333.93,NA,416.32,8351.61,46.09,NA,974.74,2364.12,1456.63,25.77,210.85,342.19,NA,27283.64,154.53,1721.16,284.6,346.38
4/18/2012,447.13,2850.7,1318.81,872.42,NA,2447.43,3626.06,1927.86,10222,2915.71,1371.63,3932.22,284.43,699.72,347.29,187.55,329.02,10937.63,133.11,2143.12,NA,3590.92,3476.27,NA,181.47,127.8,175.26,99.96,7015.1,645.76,284.78,3917.56,189.63,11733.7,627.86,NA,2268.91,82.94,1250,NA,579.85,1247.06,611.29,2752.74,3065.93,4820.16,78.9,570.25,19.55,4183.25,168.83,246.25,275.73,3498.05,13.64,2396.14,2232.82,72083.25,1567.59,2575.85,32008.67,970.33,14413.57,2687.67,176.53,2573.3,517.63,130.43,2543.08,32.12,284.64,96.75,7700.49,1784.93,2354.15,NA,425.18,8848.48,46.53,NA,969.87,2311.09,1412.2,23.82,218.36,337.63,NA,28272.14,155.02,1720.7,286.16,354.95
4/25/2012,490.78,2949.73,1387.77,857.36,NA,2621.55,3589.55,2112.85,10552.04,2869.5,1370.87,3936.37,312.06,674.56,383.59,173.67,338.15,11119.18,135.94,2105.84,NA,3262.98,3399.07,NA,206.11,124.3,180.22,91.8,7293.82,649.66,274.04,3878.77,191.36,13575.81,615.18,NA,2180.08,88.1,1237.12,NA,525.08,1238.08,633.54,2640.59,3364.03,4768.88,76.12,569.33,19.55,4128.66,153.51,244.01,272.32,3515.45,11.21,2335.04,2207.96,73391,1953.57,2646.75,36246.84,973.26,14164.09,2646.58,178.64,2553.56,518.72,138.14,2336.05,31.29,292.2,96.53,7862.95,1823.16,2407.98,NA,487.87,8750.32,47.32,NA,958.59,2258.51,1473.83,25.46,214.36,337,NA,29944.26,161.03,1730.82,310.14,395.71
5/2/2012,491.97,2874.23,1443.72,790.31,NA,3082.02,3640.71,2078.5,10782.93,2852,1352.82,3869.98,319.15,648.61,417.78,163.52,322.81,11338.49,134.49,2149.34,NA,3248.7,3543.04,NA,245.65,125.1,195.01,94.89,7404.23,727.11,265.05,3883.62,202.45,14352.34,626.12,NA,2112.53,84.59,1223.57,NA,550.05,1447.25,643.94,2560.02,3557.53,4746.66,78.09,586.16,21.11,3998.87,134.51,245.8,264.58,3503.32,11.49,2289.33,2155.15,71369.56,1971.45,2450.04,40315.81,967.19,13811.8,2507.89,177.89,2375.86,513.71,138.72,2468.78,32.99,340.29,97.61,7870.24,1750.93,2370.76,NA,562.68,9109.47,46.38,NA,951.4,2143.92,1470.96,23.03,202.38,331.03,NA,32010.55,161.51,1696.79,302.48,392.78
